Código,Nombre,Descripción,Pes,Coste
TRE.I04.BRI.200X100X5,Tub rectangular inox 304 bri.200x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,23.19,6.1
TRE.I04.BRI.200X100X6,Tub rectangular inox 304 bri.200x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,27.46,6.1
TRE.I04.BRI.200X100X7,Tub rectangular inox 304 bri.200x100x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,32.45,6.1
TRE.I04.BRI.200X100X8,Tub rectangular inox 304 bri.200x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,36.4,6.1
TRE.I04.BRI.200X100X10,Tub rectangular inox 304 bri.200x100x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,43.16,6.1
TRE.I04.BRI.200X100X12,Tub rectangular inox 304 bri.200x100x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,49.4,6.1
TRE.I04.BRI.200X100X12.5,Tub rectangular inox 304 bri.200x100x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,50.96,6.1
TRE.I04.BRI.200X120X3,Tub rectangular inox 304 bri.200x120x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,15.18,6.1
TRE.I04.BRI.200X120X4,Tub rectangular inox 304 bri.200x120x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,20.07,6.1
TRE.I04.BRI.200X120X5,Tub rectangular inox 304 bri.200x120x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,24.75,6.1
TRE.I04.BRI.200X120X6,Tub rectangular inox 304 bri.200x120x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,29.43,6.1
TRE.I04.BRI.200X120X7,Tub rectangular inox 304 bri.200x120x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,34.63,6.1
TRE.I04.BRI.200X120X8,Tub rectangular inox 304 bri.200x120x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,39.31,6.1
TRE.I04.BRI.200X120X10,Tub rectangular inox 304 bri.200x120x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,46.28,6.1
TRE.I04.BRI.200X120X12,Tub rectangular inox 304 bri.200x120x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,53.04,6.1
TRE.I04.BRI.200X120X12.5,Tub rectangular inox 304 bri.200x120x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,54.81,6.1
TRE.I04.BRI.200X150X3,Tub rectangular inox 304 bri.200x150x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,16.64,6.1
TRE.I04.BRI.200X150X4,Tub rectangular inox 304 bri.200x150x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,22.05,6.1
TRE.I04.BRI.200X150X5,Tub rectangular inox 304 bri.200x150x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,27.25,6.1
TRE.I04.BRI.200X150X6,Tub rectangular inox 304 bri.200x150x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,32.34,6.1
TRE.I04.BRI.200X150X7,Tub rectangular inox 304 bri.200x150x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,38.06,6.1
TRE.I04.BRI.200X150X8,Tub rectangular inox 304 bri.200x150x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,43.06,6.1
TRE.I04.BRI.200X150X10,Tub rectangular inox 304 bri.200x150x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,51.48,6.1
TRE.I04.BRI.200X150X12,Tub rectangular inox 304 bri.200x150x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,59.28,6.1
TRE.I04.BRI.200X150X12.5,Tub rectangular inox 304 bri.200x150x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,61.05,6.1
TRE.I04.BRI.200X160X3,Tub rectangular inox 304 bri.200x160x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,17.16,6.1
TRE.I04.BRI.200X160X4,Tub rectangular inox 304 bri.200x160x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,22.67,6.1
TRE.I04.BRI.200X160X5,Tub rectangular inox 304 bri.200x160x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,28.08,6.1
TRE.I04.BRI.200X160X6,Tub rectangular inox 304 bri.200x160x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,33.38,6.1
TRE.I04.BRI.200X160X8,Tub rectangular inox 304 bri.200x160x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,43.16,6.1
TRE.I04.BRI.200X160X10,Tub rectangular inox 304 bri.200x160x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,52.73,6.1
TRE.I04.BRI.200X160X12,Tub rectangular inox 304 bri.200x160x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,60.84,6.1
TRE.I04.BRI.200X160X12.5,Tub rectangular inox 304 bri.200x160x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,62.92,6.1
TRE.I04.BRI.250X100X3,Tub rectangular inox 304 bri.250x100x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,16.64,6.1
TRE.I04.BRI.250X100X4,Tub rectangular inox 304 bri.250x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,22.05,6.1
TRE.I04.BRI.250X100X5,Tub rectangular inox 304 bri.250x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,27.25,6.1
TRE.I04.BRI.250X100X6,Tub rectangular inox 304 bri.250x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,32.34,6.1
TRE.I04.BRI.250X100X7,Tub rectangular inox 304 bri.250x100x7,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,38.06,6.1
TRE.I04.BRI.250X100X8,Tub rectangular inox 304 bri.250x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,43.06,6.1
TRE.I04.BRI.250X100X10,Tub rectangular inox 304 bri.250x100x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,51.48,6.1
TRE.I04.BRI.250X100X12,Tub rectangular inox 304 bri.250x100x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,59.28,6.1
TRE.I04.BRI.250X100X12.5,Tub rectangular inox 304 bri.250x100x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,61.05,6.1
TRE.I04.BRI.250X150X4,Tub rectangular inox 304 bri.250x150x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,25.27,6.1
TRE.I04.BRI.250X150X5,Tub rectangular inox 304 bri.250x150x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,31.3,6.1
TRE.I04.BRI.250X150X6,Tub rectangular inox 304 bri.250x150x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,37.23,6.1
TRE.I04.BRI.250X150X8,Tub rectangular inox 304 bri.250x150x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,48.36,6.1
TRE.I04.BRI.250X150X10,Tub rectangular inox 304 bri.250x150x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,59.28,6.1
TRE.I04.BRI.250X150X12,Tub rectangular inox 304 bri.250x150x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,68.64,6.1
TRE.I04.BRI.250X150X12.5,Tub rectangular inox 304 bri.250x150x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,71.03,6.1
TRE.I04.BRI.250X200X4,Tub rectangular inox 304 bri.250x200x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,28.5,6.1
TRE.I04.BRI.250X200X5,Tub rectangular inox 304 bri.250x200x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,35.36,6.1
TRE.I04.BRI.250X200X6,Tub rectangular inox 304 bri.250x200x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,42.12,6.1
TRE.I04.BRI.250X200X8,Tub rectangular inox 304 bri.250x200x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,54.91,6.1
TRE.I04.BRI.250X200X10,Tub rectangular inox 304 bri.250x200x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,67.39,6.1
TRE.I04.BRI.250X200X12,Tub rectangular inox 304 bri.250x200x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,78.42,6.1
TRE.I04.BRI.250X200X12.5,Tub rectangular inox 304 bri.250x200x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,81.22,6.1
TRE.I04.BRI.300X100X4,Tub rectangular inox 304 bri.300x100x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,25.27,6.1
TRE.I04.BRI.300X100X5,Tub rectangular inox 304 bri.300x100x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,31.3,6.1
TRE.I04.BRI.300X100X6,Tub rectangular inox 304 bri.300x100x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,37.23,6.1
TRE.I04.BRI.300X100X8,Tub rectangular inox 304 bri.300x100x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,48.36,6.1
TRE.I04.BRI.300X100X10,Tub rectangular inox 304 bri.300x100x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,59.28,6.1
TRE.I04.BRI.300X100X12,Tub rectangular inox 304 bri.300x100x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,68.64,6.1
TRE.I04.BRI.300X100X12.5,Tub rectangular inox 304 bri.300x100x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,71.03,6.1
TRE.I04.BRI.300X150X4,Tub rectangular inox 304 bri.300x150x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,28.5,6.1
TRE.I04.BRI.300X150X5,Tub rectangular inox 304 bri.300x150x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,35.36,6.1
TRE.I04.BRI.300X150X6,Tub rectangular inox 304 bri.300x150x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,42.12,6.1
TRE.I04.BRI.300X150X8,Tub rectangular inox 304 bri.300x150x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,54.91,6.1
TRE.I04.BRI.300X150X10,Tub rectangular inox 304 bri.300x150x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,67.39,6.1
TRE.I04.BRI.300X150X12,Tub rectangular inox 304 bri.300x150x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,78.42,6.1
TRE.I04.BRI.300X150X12.5,Tub rectangular inox 304 bri.300x150x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,81.22,6.1
TRE.I04.BRI.300X200X5,Tub rectangular inox 304 bri.300x200x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,39.52,6.1
TRE.I04.BRI.300X200X6,Tub rectangular inox 304 bri.300x200x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,47.01,6.1
TRE.I04.BRI.300X200X8,Tub rectangular inox 304 bri.300x200x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,61.46,6.1
TRE.I04.BRI.300X200X10,Tub rectangular inox 304 bri.300x200x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,75.61,6.1
TRE.I04.BRI.300X200X12,Tub rectangular inox 304 bri.300x200x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,88.19,6.1
TRE.I04.BRI.300X200X12.5,Tub rectangular inox 304 bri.300x200x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,91.52,6.1
TRE.I04.BRI.300X220X5,Tub rectangular inox 304 bri.300x220x5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,41.08,6.1
TRE.I04.BRI.300X220X6,Tub rectangular inox 304 bri.300x220x6,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,48.98,6.1
TRE.I04.BRI.300X220X8,Tub rectangular inox 304 bri.300x220x8,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,64.06,6.1
TRE.I04.BRI.300X220X10,Tub rectangular inox 304 bri.300x220x10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,78.83,6.1
TRE.I04.BRI.300X220X12,Tub rectangular inox 304 bri.300x220x12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,92.14,6.1
TRE.I04.BRI.300X220X12.5,Tub rectangular inox 304 bri.300x220x12.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 04 BRILL,95.58,6.1
TRE.I16.BRU.20X15X1,Tub rectangular inox 316 bru.20x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.54,5.9
TRE.I16.BRU.20X15X1.5,Tub rectangular inox 316 bru.20x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.78,5.9
TRE.I16.BRU.25X10X1,Tub rectangular inox 316 bru.25x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.54,5.9
TRE.I16.BRU.25X10X1.5,Tub rectangular inox 316 bru.25x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.78,5.9
TRE.I16.BRU.25X15X1,Tub rectangular inox 316 bru.25x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.62,5.9
TRE.I16.BRU.25X15X1.5,Tub rectangular inox 316 bru.25x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.9,5.9
TRE.I16.BRU.30X10X1,Tub rectangular inox 316 bru.30x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.62,5.9
TRE.I16.BRU.30X10X1.5,Tub rectangular inox 316 bru.30x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.9,5.9
TRE.I16.BRU.30X15X1,Tub rectangular inox 316 bru.30x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.7,5.9
TRE.I16.BRU.30X15X1.5,Tub rectangular inox 316 bru.30x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.02,5.9
TRE.I16.BRU.30X20X1,Tub rectangular inox 316 bru.30x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.78,5.9
TRE.I16.BRU.30X20X1.5,Tub rectangular inox 316 bru.30x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.14,5.9
TRE.I16.BRU.30X20X2,Tub rectangular inox 316 bru.30x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.5,5.9
TRE.I16.BRU.35X10X1,Tub rectangular inox 316 bru.35x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.7,5.9
TRE.I16.BRU.35X10X1.5,Tub rectangular inox 316 bru.35x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.02,5.9
TRE.I16.BRU.35X15X1,Tub rectangular inox 316 bru.35x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.78,5.9
TRE.I16.BRU.35X15X1.5,Tub rectangular inox 316 bru.35x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.14,5.9
TRE.I16.BRU.35X20X1,Tub rectangular inox 316 bru.35x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.87,5.9
TRE.I16.BRU.35X20X1.5,Tub rectangular inox 316 bru.35x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.27,5.9
TRE.I16.BRU.35X25X1,Tub rectangular inox 316 bru.35x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.95,5.9
TRE.I16.BRU.35X25X1.5,Tub rectangular inox 316 bru.35x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.39,5.9
TRE.I16.BRU.40X10X1,Tub rectangular inox 316 bru.40x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.78,5.9
TRE.I16.BRU.40X10X1.5,Tub rectangular inox 316 bru.40x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.14,5.9
TRE.I16.BRU.40X15X1,Tub rectangular inox 316 bru.40x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.87,5.9
TRE.I16.BRU.40X15X1.5,Tub rectangular inox 316 bru.40x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.27,5.9
TRE.I16.BRU.40X20X1,Tub rectangular inox 316 bru.40x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.95,5.9
TRE.I16.BRU.40X20X1.5,Tub rectangular inox 316 bru.40x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.39,5.9
TRE.I16.BRU.40X20X2,Tub rectangular inox 316 bru.40x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.82,5.9
TRE.I16.BRU.40X25X1,Tub rectangular inox 316 bru.40x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.03,5.9
TRE.I16.BRU.40X25X1.5,Tub rectangular inox 316 bru.40x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.52,5.9
TRE.I16.BRU.40X25X2,Tub rectangular inox 316 bru.40x25x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.99,5.9
TRE.I16.BRU.40X25X3,Tub rectangular inox 316 bru.40x25x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.7,5.9
TRE.I16.BRU.40X30X1,Tub rectangular inox 316 bru.40x30x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.1,5.9
TRE.I16.BRU.40X30X1.5,Tub rectangular inox 316 bru.40x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.63,5.9
TRE.I16.BRU.40X30X2,Tub rectangular inox 316 bru.40x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.15,5.9
TRE.I16.BRU.40X30X3,Tub rectangular inox 316 bru.40x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.94,5.9
TRE.I16.BRU.45X10X1,Tub rectangular inox 316 bru.45x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.27,5.9
TRE.I16.BRU.45X10X1.5,Tub rectangular inox 316 bru.45x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.65,5.9
TRE.I16.BRU.45X15X1,Tub rectangular inox 316 bru.45x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.95,5.9
TRE.I16.BRU.45X15X1.5,Tub rectangular inox 316 bru.45x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.39,5.9
TRE.I16.BRU.45X20X1,Tub rectangular inox 316 bru.45x20x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.52,5.9
TRE.I16.BRU.45X20X1.5,Tub rectangular inox 316 bru.45x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.99,5.9
TRE.I16.BRU.45X25X1,Tub rectangular inox 316 bru.45x25x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.63,5.9
TRE.I16.BRU.45X25X1.5,Tub rectangular inox 316 bru.45x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.15,5.9
TRE.I16.BRU.45X30X1,Tub rectangular inox 316 bru.45x30x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.76,5.9
TRE.I16.BRU.45X30X1.5,Tub rectangular inox 316 bru.45x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.31,5.9
TRE.I16.BRU.50X10X1,Tub rectangular inox 316 bru.50x10x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,0.95,5.9
TRE.I16.BRU.50X10X1.5,Tub rectangular inox 316 bru.50x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.39,5.9
TRE.I16.BRU.50X15X1,Tub rectangular inox 316 bru.50x15x1,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.03,5.9
TRE.I16.BRU.50X15X1.5,Tub rectangular inox 316 bru.50x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.52,5.9
TRE.I16.BRU.50X20X1.5,Tub rectangular inox 316 bru.50x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.63,5.9
TRE.I16.BRU.50X20X2,Tub rectangular inox 316 bru.50x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.15,5.9
TRE.I16.BRU.50X25X1.5,Tub rectangular inox 316 bru.50x25x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.76,5.9
TRE.I16.BRU.50X25X2,Tub rectangular inox 316 bru.50x25x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.31,5.9
TRE.I16.BRU.50X25X3,Tub rectangular inox 316 bru.50x25x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.19,5.9
TRE.I16.BRU.50X30X1.5,Tub rectangular inox 316 bru.50x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.88,5.9
TRE.I16.BRU.50X30X2,Tub rectangular inox 316 bru.50x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.47,5.9
TRE.I16.BRU.50X30X3,Tub rectangular inox 316 bru.50x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.43,5.9
TRE.I16.BRU.50X30X4,Tub rectangular inox 316 bru.50x30x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,4.37,5.9
TRE.I16.BRU.50X40X1.5,Tub rectangular inox 316 bru.50x40x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.13,5.9
TRE.I16.BRU.50X40X2,Tub rectangular inox 316 bru.50x40x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.8,5.9
TRE.I16.BRU.50X40X3,Tub rectangular inox 316 bru.50x40x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.92,5.9
TRE.I16.BRU.50X40X4,Tub rectangular inox 316 bru.50x40x4,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,5.02,5.9
TRE.I16.BRU.60X10X1.5,Tub rectangular inox 316 bru.60x10x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.63,5.9
TRE.I16.BRU.60X10X2,Tub rectangular inox 316 bru.60x10x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.15,5.9
TRE.I16.BRU.60X15X1.5,Tub rectangular inox 316 bru.60x15x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.76,5.9
TRE.I16.BRU.60X15X2,Tub rectangular inox 316 bru.60x15x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.31,5.9
TRE.I16.BRU.60X20X1.5,Tub rectangular inox 316 bru.60x20x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,1.88,5.9
TRE.I16.BRU.60X20X2,Tub rectangular inox 316 bru.60x20x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.48,5.9
TRE.I16.BRU.60X20X3,Tub rectangular inox 316 bru.60x20x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.43,5.9
TRE.I16.BRU.60X30X1.5,Tub rectangular inox 316 bru.60x30x1.5,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.13,5.9
TRE.I16.BRU.60X30X2,Tub rectangular inox 316 bru.60x30x2,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,2.8,5.9
TRE.I16.BRU.60X30X3,Tub rectangular inox 316 bru.60x30x3,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/TUB RECT 16 BRUT,3.92,5.9
